net_short_position,isin,position_date,position_holder,issuer_name,source
0.88,NL0000360618,2015-01-13,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.62,NL0000360618,2015-01-13,Man Investments Limited,SBM Offshore N.V.,archive
0.6,LU0569974404,2015-01-13,Marshall Wace LLP,Aperam S.A.,archive
0.57,NL0000352565,2015-01-13,Marshall Wace LLP,Fugro N.V.,archive
1.03,NL0000360618,2015-01-13,Marshall Wace LLP,SBM Offshore N.V.,archive
2.07,NL0000352565,2015-01-12,"AQR Capital Management, LLC",Fugro N.V.,archive
1.01,NL0000360618,2015-01-12,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.81,LU0569974404,2015-01-12,BNP Paribas S.A.,Aperam S.A.,archive
1.16,LU0569974404,2015-01-12,CQS (UK) LLP,Aperam S.A.,archive
1.63,NL0000387058,2015-01-12,"Hound Partners, LLC",TomTom N.V.,archive
0.93,NL0000360618,2015-01-12,Marshall Wace LLP,SBM Offshore N.V.,archive
4.9,LU0569974404,2015-01-09,Adage Capital Management L.P.,Aperam S.A.,archive
1.95,NL0000352565,2015-01-09,"AQR Capital Management, LLC",Fugro N.V.,archive
0.91,LU0569974404,2015-01-09,BNP Paribas S.A.,Aperam S.A.,archive
0.55,LU0569974404,2015-01-09,Marshall Wace LLP,Aperam S.A.,archive
0.8,NL0000360618,2015-01-09,Marshall Wace LLP,SBM Offshore N.V.,archive
0.49,LU0569974404,2015-01-08,"BlackRock Advisors, LLC",Aperam S.A.,archive
0.98,NL0000360618,2015-01-08,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.93,NL0000360618,2015-01-08,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.72,NL0000360618,2015-01-08,Marshall Wace LLP,SBM Offshore N.V.,archive
1.53,NL0000387058,2015-01-07,"Hound Partners, LLC",TomTom N.V.,archive
2.32,NL0000337319,2015-01-07,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
1.81,NL0000352565,2015-01-06,"AQR Capital Management, LLC",Fugro N.V.,archive
0.83,NL0000360618,2015-01-06,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.86,NL0000387058,2015-01-06,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
2.22,NL0000337319,2015-01-06,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.6,NL0000360618,2015-01-06,Marshall Wace LLP,SBM Offshore N.V.,archive
1.7,NL0000387058,2015-01-05,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
2.1,NL0000337319,2015-01-05,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.59,NL0000360618,2015-01-05,Marshall Wace LLP,SBM Offshore N.V.,archive
0.58,NL0009432491,2015-01-02,"AQR Capital Management, LLC",Koninklijke Vopak N.V.,archive
0.49,NL0000337319,2015-01-02,Oxford Asset Management,Koninklijke BAM Groep N.V.,archive
0.76,NL0000360618,2015-01-01,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.6,NL0000360618,2014-12-31,Marshall Wace LLP,SBM Offshore N.V.,archive
0.8,LU0569974404,2014-12-30,BNP Paribas S.A.,Aperam S.A.,archive
0.59,NL0000337319,2014-12-24,Oxford Asset Management,Koninklijke BAM Groep N.V.,archive
1.79,NL0000352565,2014-12-23,"AQR Capital Management, LLC",Fugro N.V.,archive
1.9,NL0000337319,2014-12-23,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.46,NL0000352565,2014-12-23,Oxford Asset Management,Fugro N.V.,archive
4.8,LU0569974404,2014-12-22,Adage Capital Management L.P.,Aperam S.A.,archive
1.82,NL0000337319,2014-12-22,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.53,NL0000352565,2014-12-22,Oxford Asset Management,Fugro N.V.,archive
0.69,NL0000337319,2014-12-22,Oxford Asset Management,Koninklijke BAM Groep N.V.,archive
0.22,NL0000289213,2014-12-22,"Two Sigma Investments, LP",Wereldhave N.V.,archive
4.75,LU0569974404,2014-12-19,Adage Capital Management L.P.,Aperam S.A.,archive
1.88,NL0000352565,2014-12-19,"AQR Capital Management, LLC",Fugro N.V.,archive
0.69,LU0569974404,2014-12-19,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,archive
0.95,NL0000360618,2014-12-19,Egerton Capital (UK) LLP,SBM Offshore N.V.,archive
0.6,NL0000352565,2014-12-19,Oxford Asset Management,Fugro N.V.,archive
1.98,NL0000352565,2014-12-18,"AQR Capital Management, LLC",Fugro N.V.,archive
2.8,NL0000360618,2014-12-18,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
1.07,NL0000360618,2014-12-18,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.99,NL0000360618,2014-12-18,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.7,LU0569974404,2014-12-18,BNP Paribas S.A.,Aperam S.A.,archive
1.73,NL0000337319,2014-12-18,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.59,NL0000360618,2014-12-18,Marshall Wace LLP,SBM Offshore N.V.,archive
0.79,NL0000337319,2014-12-18,Oxford Asset Management,Koninklijke BAM Groep N.V.,archive
4.68,LU0569974404,2014-12-17,Adage Capital Management L.P.,Aperam S.A.,archive
2.72,NL0000360618,2014-12-17,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
1.67,NL0000337319,2014-12-17,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
2.61,NL0000360618,2014-12-16,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
1.0,NL0000360618,2014-12-16,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.4,NL0000289213,2014-12-16,JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,archive
1.42,NL0000337319,2014-12-16,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.59,NL0000360618,2014-12-16,"WorldQuant, LLC",SBM Offshore N.V.,archive
1.18,NL0000337319,2014-12-15,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.6,NL0000360618,2014-12-15,Marshall Wace LLP,SBM Offshore N.V.,archive
0.6,NL0000360618,2014-12-15,"WorldQuant, LLC",SBM Offshore N.V.,archive
2.5,NL0000360618,2014-12-12,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.51,LU0569974404,2014-12-12,"BlackRock Advisors, LLC",Aperam S.A.,archive
1.01,NL0000337319,2014-12-12,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.45,NL0000289213,2014-12-12,Susquehanna International Holdings LLC,Wereldhave N.V.,archive
2.44,NL0000360618,2014-12-11,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.57,NL0000360618,2014-12-11,Marshall Wace LLP,SBM Offshore N.V.,archive
0.52,NL0000352565,2014-12-11,Oxford Asset Management,Fugro N.V.,archive
0.53,NL0000289213,2014-12-11,Susquehanna International Holdings LLC,Wereldhave N.V.,archive
0.59,NL0000289213,2014-12-11,"Two Sigma Investments, LP",Wereldhave N.V.,archive
2.02,NL0000352565,2014-12-10,"AQR Capital Management, LLC",Fugro N.V.,archive
2.39,NL0000360618,2014-12-10,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
1.16,NL0000360618,2014-12-10,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.99,NL0000360618,2014-12-10,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.65,NL0000289213,2014-12-10,JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,archive
0.48,NL0000352565,2014-12-10,Marshall Wace LLP,Fugro N.V.,archive
0.91,NL0000337319,2014-12-10,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.6,NL0000360618,2014-12-10,Marshall Wace LLP,SBM Offshore N.V.,archive
0.88,NL0000337319,2014-12-10,Oxford Asset Management,Koninklijke BAM Groep N.V.,archive
0.5,NL0000360618,2014-12-10,"WorldQuant, LLC",SBM Offshore N.V.,archive
0.82,NL0000337319,2014-12-09,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
1.0,NL0000360618,2014-12-08,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
0.51,NL0000360618,2014-12-08,Man Investments Limited,SBM Offshore N.V.,archive
0.56,NL0000360618,2014-12-08,Marshall Wace LLP,SBM Offshore N.V.,archive
0.78,NL0000337319,2014-12-05,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.49,NL0000360618,2014-12-05,Marshall Wace LLP,SBM Offshore N.V.,archive
1.98,NL0000352565,2014-12-04,"AQR Capital Management, LLC",Fugro N.V.,archive
0.5,NL0000360618,2014-12-04,Marshall Wace LLP,SBM Offshore N.V.,archive
4.73,LU0569974404,2014-12-03,Adage Capital Management L.P.,Aperam S.A.,archive
1.29,LU0569974404,2014-12-03,CQS (UK) LLP,Aperam S.A.,archive
0.56,NL0000352565,2014-12-03,Marshall Wace LLP,Fugro N.V.,archive
0.86,NL0000337319,2014-12-03,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
1.87,NL0000352565,2014-12-02,"AQR Capital Management, LLC",Fugro N.V.,archive
0.67,NL0000352565,2014-12-02,Marshall Wace LLP,Fugro N.V.,archive
0.98,NL0000337319,2014-12-01,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.79,NL0000288876,2014-12-01,Wellington Management Company LLP,Eurocommercial Properties N.V.,archive
0.78,NL0000352565,2014-11-28,Marshall Wace LLP,Fugro N.V.,archive
1.58,NL0000360618,2014-11-27,"Discovery Capital Management, LLC",SBM Offshore N.V.,archive
0.75,NL0000360618,2014-11-27,Egerton Capital (UK) LLP,SBM Offshore N.V.,archive
0.81,NL0000352565,2014-11-27,Marshall Wace LLP,Fugro N.V.,archive
0.77,NL0000352565,2014-11-25,Marshall Wace LLP,Fugro N.V.,archive
1.08,NL0000337319,2014-11-25,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.93,NL0000360618,2014-11-24,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.2,NL0000360618,2014-11-21,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.81,NL0000352565,2014-11-21,Marshall Wace LLP,Fugro N.V.,archive
0.83,NL0000360618,2014-11-20,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.04,NL0000352565,2014-11-20,Marshall Wace LLP,Fugro N.V.,archive
1.17,NL0000337319,2014-11-20,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
4.65,LU0569974404,2014-11-19,Adage Capital Management L.P.,Aperam S.A.,archive
1.14,NL0000360618,2014-11-19,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
2.29,NL0000360618,2014-11-18,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.74,NL0000360618,2014-11-18,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.3,LU0569974404,2014-11-18,CQS (UK) LLP,Aperam S.A.,archive
1.19,NL0000352565,2014-11-18,Marshall Wace LLP,Fugro N.V.,archive
0.43,NL0000352565,2014-11-18,"WorldQuant, LLC",Fugro N.V.,archive
1.69,NL0000352565,2014-11-17,"AQR Capital Management, LLC",Fugro N.V.,archive
2.3,NL0000360618,2014-11-17,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
1.04,NL0000360618,2014-11-17,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.67,NL0000360618,2014-11-17,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.33,NL0000352565,2014-11-17,Marshall Wace LLP,Fugro N.V.,archive
1.27,NL0000337319,2014-11-17,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.58,NL0000352565,2014-11-17,"WorldQuant, LLC",Fugro N.V.,archive
1.7,NL0000352565,2014-11-14,"AQR Capital Management, LLC",Fugro N.V.,archive
1.46,NL0000352565,2014-11-14,Marshall Wace LLP,Fugro N.V.,archive
0.43,NL0000352565,2014-11-14,Oxford Asset Management,Fugro N.V.,archive
0.64,NL0000352565,2014-11-14,"WorldQuant, LLC",Fugro N.V.,archive
4.46,LU0569974404,2014-11-13,Adage Capital Management L.P.,Aperam S.A.,archive
4.34,LU0569974404,2014-11-12,Adage Capital Management L.P.,Aperam S.A.,archive
1.89,NL0000352565,2014-11-12,"AQR Capital Management, LLC",Fugro N.V.,archive
2.2,NL0000360618,2014-11-12,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.59,NL0000360618,2014-11-12,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.23,NL0000360618,2014-11-12,"Discovery Capital Management, LLC",SBM Offshore N.V.,archive
1.41,NL0000387058,2014-11-12,"Hound Partners, LLC",TomTom N.V.,archive
1.67,NL0000352565,2014-11-12,Marshall Wace LLP,Fugro N.V.,archive
1.38,NL0000337319,2014-11-12,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.42,NL0000360618,2014-11-12,Marshall Wace LLP,SBM Offshore N.V.,archive
0.55,NL0000352565,2014-11-12,"WorldQuant, LLC",Fugro N.V.,archive
0.48,NL0009432491,2014-11-11,Adelphi Capital LLP,Koninklijke Vopak N.V.,archive
0.91,NL0000360618,2014-11-11,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
1.81,NL0000352565,2014-11-11,Marshall Wace LLP,Fugro N.V.,archive
1.44,NL0000337319,2014-11-11,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.85,NL0000360618,2014-11-11,Marshall Wace LLP,SBM Offshore N.V.,archive
0.63,NL0000352565,2014-11-11,"WorldQuant, LLC",Fugro N.V.,archive
4.2,LU0569974404,2014-11-10,Adage Capital Management L.P.,Aperam S.A.,archive
0.84,NL0000360618,2014-11-10,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.56,NL0000360618,2014-11-10,Kynikos Associates LP,SBM Offshore N.V.,archive
2.02,NL0000352565,2014-11-10,Marshall Wace LLP,Fugro N.V.,archive
0.92,NL0000360618,2014-11-10,Marshall Wace LLP,SBM Offshore N.V.,archive
0.34,NL0000352565,2014-11-10,Martin Currie Investment Management Ltd.,Fugro N.V.,archive
0.59,NL0000352565,2014-11-10,Oxford Asset Management,Fugro N.V.,archive
0.21,NL0000352565,2014-11-10,TT International,Fugro N.V.,archive
0.74,NL0000352565,2014-11-10,"WorldQuant, LLC",Fugro N.V.,archive
2.13,NL0000360618,2014-11-07,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.48,NL0000352565,2014-11-07,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,archive
2.9,NL0000352565,2014-11-07,Marshall Wace LLP,Fugro N.V.,archive
1.07,NL0000360618,2014-11-07,Marshall Wace LLP,SBM Offshore N.V.,archive
0.62,NL0000352565,2014-11-07,TT International,Fugro N.V.,archive
0.67,NL0000352565,2014-11-07,"WorldQuant, LLC",Fugro N.V.,archive
0.47,NL0000337319,2014-11-07,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
1.95,NL0000352565,2014-11-06,"AQR Capital Management, LLC",Fugro N.V.,archive
0.73,NL0000360618,2014-11-06,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.49,NL0000352565,2014-11-06,Citadel Advisors II LLC,Fugro N.V.,archive
0.33,NL0000337319,2014-11-06,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
0.48,NL0000360618,2014-11-06,Man Investments Limited,SBM Offshore N.V.,archive
3.28,NL0000352565,2014-11-06,Marshall Wace LLP,Fugro N.V.,archive
1.55,NL0000337319,2014-11-06,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
4.01,LU0569974404,2014-11-05,Adage Capital Management L.P.,Aperam S.A.,archive
2.09,NL0000352565,2014-11-05,"AQR Capital Management, LLC",Fugro N.V.,archive
3.99,NL0000352565,2014-11-05,Marshall Wace LLP,Fugro N.V.,archive
1.16,NL0000360618,2014-11-05,Marshall Wace LLP,SBM Offshore N.V.,archive
0.59,NL0000337319,2014-11-05,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
3.77,LU0569974404,2014-11-04,Adage Capital Management L.P.,Aperam S.A.,archive
1.78,NL0000352565,2014-11-04,"AQR Capital Management, LLC",Fugro N.V.,archive
0.58,NL0000352565,2014-11-04,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,archive
1.62,NL0000387058,2014-11-04,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
0.19,NL0000352565,2014-11-04,GAM Investment Management Lugano SA,Fugro N.V.,archive
0.61,NL0000337319,2014-11-04,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
0.5,NL0000360618,2014-11-04,Man Investments Limited,SBM Offshore N.V.,archive
3.52,NL0000352565,2014-11-04,Marshall Wace LLP,Fugro N.V.,archive
1.08,NL0000360618,2014-11-04,Marshall Wace LLP,SBM Offshore N.V.,archive
2.73,NL0000352565,2014-11-03,Marshall Wace LLP,Fugro N.V.,archive
1.1,NL0000360618,2014-11-03,Marshall Wace LLP,SBM Offshore N.V.,archive
0.55,NL0000352565,2014-11-03,Martin Currie Investment Management Ltd.,Fugro N.V.,archive
0.8,NL0000352565,2014-11-03,Oxford Asset Management,Fugro N.V.,archive
0.66,NL0000337319,2014-11-03,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
0.45,NL0000360618,2014-11-03,"WorldQuant, LLC",SBM Offshore N.V.,archive
3.6,LU0569974404,2014-10-31,Adage Capital Management L.P.,Aperam S.A.,archive
0.6,NL0000360618,2014-10-31,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.16,NL0000352565,2014-10-31,BlackRock Investment Management (UK) Limited,Fugro N.V.,archive
0.56,NL0000352565,2014-10-31,Citadel Advisors II LLC,Fugro N.V.,archive
2.32,NL0000352565,2014-10-31,Marshall Wace LLP,Fugro N.V.,archive
0.73,NL0000352565,2014-10-31,Oxford Asset Management,Fugro N.V.,archive
0.51,NL0000360618,2014-10-31,"WorldQuant, LLC",SBM Offshore N.V.,archive
3.48,LU0569974404,2014-10-30,Adage Capital Management L.P.,Aperam S.A.,archive
0.71,LU0569974404,2014-10-30,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,archive
1.77,NL0000352565,2014-10-30,Marshall Wace LLP,Fugro N.V.,archive
1.02,NL0000360618,2014-10-30,Marshall Wace LLP,SBM Offshore N.V.,archive
0.47,NL0000352565,2014-10-30,UBS Limited,Fugro N.V.,archive
0.76,NL0000337319,2014-10-30,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
0.47,LU0569974404,2014-10-29,Marshall Wace LLP,Aperam S.A.,archive
1.69,NL0000337319,2014-10-29,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.5,NL0000352565,2014-10-29,UBS Limited,Fugro N.V.,archive
3.35,LU0569974404,2014-10-28,Adage Capital Management L.P.,Aperam S.A.,archive
0.52,NL0000360618,2014-10-28,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
1.14,NL0000352565,2014-10-28,Marshall Wace LLP,Fugro N.V.,archive
0.9,NL0000360618,2014-10-28,Marshall Wace LLP,SBM Offshore N.V.,archive
0.63,NL0000360618,2014-10-28,"WorldQuant, LLC",SBM Offshore N.V.,archive
0.6,NL0000360618,2014-10-27,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.31,NL0000387058,2014-10-27,"Hound Partners, LLC",TomTom N.V.,archive
0.56,LU0569974404,2014-10-27,Marshall Wace LLP,Aperam S.A.,archive
0.56,NL0000360618,2014-10-27,"WorldQuant, LLC",SBM Offshore N.V.,archive
2.01,NL0000360618,2014-10-24,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.65,LU0569974404,2014-10-24,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,archive
1.23,NL0000387058,2014-10-24,"Hound Partners, LLC",TomTom N.V.,archive
0.61,LU0569974404,2014-10-24,Marshall Wace LLP,Aperam S.A.,archive
1.25,NL0000352565,2014-10-24,Marshall Wace LLP,Fugro N.V.,archive
0.8,NL0000360618,2014-10-24,Marshall Wace LLP,SBM Offshore N.V.,archive
0.62,NL0000352565,2014-10-24,Oxford Asset Management,Fugro N.V.,archive
1.99,NL0000360618,2014-10-23,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.45,NL0000352565,2014-10-23,Lansdowne Partners (UK) LLP,Fugro N.V.,archive
0.89,NL0000337319,2014-10-23,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
1.11,NL0000387058,2014-10-22,"Hound Partners, LLC",TomTom N.V.,archive
1.79,NL0000337319,2014-10-22,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.23,LU0569974404,2014-10-22,TT International,Aperam S.A.,archive
0.9,NL0000337319,2014-10-22,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
2.03,NL0000360618,2014-10-21,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
0.49,NL0000360618,2014-10-21,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,archive
0.51,NL0000360618,2014-10-21,BlueCrest Capital Management Limited,SBM Offshore N.V.,archive
1.59,NL0000387058,2014-10-21,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
0.78,NL0000387058,2014-10-21,"Hound Partners, LLC",TomTom N.V.,archive
1.83,NL0000337319,2014-10-21,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
0.49,LU0323134006,2014-10-21,Odey Asset Management LLP,ArcelorMittal S.A.,archive
0.65,LU0569974404,2014-10-21,TT International,Aperam S.A.,archive
2.99,LU0569974404,2014-10-20,Adage Capital Management L.P.,Aperam S.A.,archive
0.58,NL0000352565,2014-10-20,BlackRock Investment Management (UK) Limited,Fugro N.V.,archive
1.49,NL0000387058,2014-10-20,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
0.52,NL0000387058,2014-10-20,"Hound Partners, LLC",TomTom N.V.,archive
0.48,NL0000360618,2014-10-20,Man Investments Limited,SBM Offshore N.V.,archive
0.55,LU0569974404,2014-10-20,Marshall Wace LLP,Aperam S.A.,archive
0.77,NL0000360618,2014-10-20,Marshall Wace LLP,SBM Offshore N.V.,archive
0.51,LU0323134006,2014-10-20,Odey Asset Management LLP,ArcelorMittal S.A.,archive
0.82,NL0000337319,2014-10-20,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
1.32,NL0000387058,2014-10-17,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
0.35,NL0000360618,2014-10-17,Egerton Capital (UK) LLP,SBM Offshore N.V.,archive
0.84,NL0000360618,2014-10-17,Marshall Wace LLP,SBM Offshore N.V.,archive
0.73,NL0000337319,2014-10-17,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
1.53,NL0000352565,2014-10-16,"AQR Capital Management, LLC",Fugro N.V.,archive
1.13,NL0000387058,2014-10-16,"BlueMountain Capital Management, LLC",TomTom N.V.,archive
0.65,LU0569974404,2014-10-16,BNP Paribas S.A.,Aperam S.A.,archive
